fecha,clasificacion_vuelo,ruta_nombre,vuelos,pasajeros,asientos
2020-01-01,Internacional,Dallas-Fort Worth - Ezeiza,202,42861,52740
2020-01-01,Internacional,El Palomar - Santiago,219,27920,40734
2020-01-01,Internacional,Ezeiza - Florianópolis,720,86880,118468
2020-01-01,Internacional,Ezeiza - Frankfurt am Main,207,59071,75583
2020-01-01,Internacional,Ezeiza - Houston,213,43574,55209
2020-01-01,Internacional,Ezeiza - Lima,1044,167148,196341
2020-01-01,Internacional,Ezeiza - Londres,285,64911,82483
2020-01-01,Internacional,Ezeiza - Los Angeles,61,15562,17349
2020-01-01,Internacional,Ezeiza - Madrid,886,228750,282496
2020-01-01,Internacional,Ezeiza - Miami,1064,228022,287064
2020-01-01,Internacional,Ezeiza - Montevideo,181,12279,19394
2020-01-01,Internacional,Ezeiza - México DF,329,68195,88120
2020-01-01,Internacional,Ezeiza - Nueva York,229,51465,62194
2020-01-01,Internacional,Ezeiza - Orlando,63,12040,17052
2020-01-01,Internacional,Ezeiza - Panamá,603,82289,92981
2020-01-01,Internacional,Ezeiza - París,254,54631,73709
2020-01-01,Internacional,Ezeiza - Porto Alegre,301,19889,34461
2020-01-01,Internacional,Ezeiza - Porto Seguro,87,11181,14597
2020-01-01,Internacional,Ezeiza - Recife,93,13119,16296
2020-01-01,Internacional,Ezeiza - Roma,273,65470,79834
2020-01-01,Internacional,Ezeiza - Río de Janeiro,1477,206833,271376
2020-01-01,Internacional,Ezeiza - Salvador,191,25707,32341
2020-01-01,Internacional,Ezeiza - Santa Cruz de la Sierra,554,75444,94947
2020-01-01,Internacional,Ezeiza - Santiago,2491,378821,512956
2020-01-01,Internacional,Ezeiza - São Paulo,3101,432449,596745
2020-01-01,Internacional,Ezeiza - Zurich,48,12513,15176
2020-01-01,Internacional,Lima - Mendoza,88,11487,14148
2020-01-01,Internacional,Lima - Rosario,146,19326,24270
2020-01-01,Internacional,Lima - Salta,64,7886,9852
2020-01-01,Internacional,Lima - San Miguel de Tucumán,84,11499,14072
2020-01-01,Internacional,Mendoza - Panamá,94,11812,14752
2020-01-01,Internacional,Mendoza - Santiago,387,51897,66150
2020-01-01,Internacional,Mendoza - São Paulo,135,16607,23640
2020-01-01,Internacional,Panamá - Rosario,159,20697,24948
2020-01-01,Internacional,Panamá - Salta,48,5243,6242
2020-01-01,Internacional,Río de Janeiro - Rosario,239,30613,42402
2021-01-01,Cabotaje,Bahía Blanca - Ciudad de Buenos Aires,473,40117,48904
2021-01-01,Cabotaje,Bahía Blanca - Ezeiza,118,9241,11485
2021-01-01,Cabotaje,Bahía Blanca - Viedma,95,3280,9072
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Comodoro Rivadavia,1094,116949,136012
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Corrientes,705,90938,108778
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Córdoba,3259,380638,462673
2021-01-01,Cabotaje,Ciudad de Buenos Aires - El Calafate,1462,195450,244967
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Esquel,322,28488,37261
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Formosa,111,10087,10620
2021-01-01,Cabotaje,Ciudad de Buenos Aires - La Rioja,85,7419,8426
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Mar del Plata,695,55512,73003
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Mendoza,3011,408565,478233
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Neuquén,1663,227414,270583
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Paraná,173,8748,16651
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Posadas,965,118722,139890
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Iguazú,2253,301206,363239
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Madryn,204,20151,22580
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Resistencia,511,50190,57878
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Rio Hondo,65,5411,6451
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Rosario,706,36631,78274
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Río Cuarto,136,6994,13045
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Río Gallegos,587,69105,77943
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Río Grande,200,25493,30132
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Salta,2301,342049,389522
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Carlos de Bariloche,4417,646011,753776
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,140,9523,13853
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Juan,551,50102,60109
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Luis,235,17866,22512
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Martín de los Andes,556,77267,92932
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Miguel de Tucumán,1660,232537,268132
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Rafael,198,15223,19082
2021-01-01,Cabotaje,Ciudad de Buenos Aires - San Salvador de Jujuy,978,129391,146010
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Fe,223,13386,21433
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Rosa,127,7547,12202
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Santiago del Estero,485,53400,63711
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Trelew,961,132001,149918
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Ushuaia,1614,245319,272958
2021-01-01,Cabotaje,Ciudad de Buenos Aires - Viedma,107,6899,10224
2021-01-01,Cabotaje,Comodoro Rivadavia - Ezeiza,270,29380,37049
2021-01-01,Cabotaje,Comodoro Rivadavia - Neuquén,211,13316,20525
2021-01-01,Cabotaje,Comodoro Rivadavia - Río Gallegos,104,1202,3828
2021-01-01,Cabotaje,Corrientes - Ezeiza,169,14345,19262
2021-01-01,Cabotaje,Córdoba - Ezeiza,862,99124,126695
2021-01-01,Cabotaje,Córdoba - Mendoza,426,30920,43239
2021-01-01,Cabotaje,Córdoba - Neuquén,246,25008,28953
2021-01-01,Cabotaje,Córdoba - Puerto Iguazú,164,14069,18172
2021-01-01,Cabotaje,Córdoba - Salta,246,22594,27150
2021-01-01,Cabotaje,Córdoba - San Carlos de Bariloche,634,73980,93047
2021-01-01,Cabotaje,Córdoba - San Miguel de Tucumán,100,7296,9771
2021-01-01,Cabotaje,Córdoba - San Salvador de Jujuy,140,10565,14041
2021-01-01,Cabotaje,El Calafate - Ezeiza,588,81469,104196
2021-01-01,Cabotaje,El Calafate - Río Gallegos,52,429,2068
2021-01-01,Cabotaje,El Calafate - Ushuaia,430,51908,72470
2021-01-01,Cabotaje,Esquel - Ezeiza,105,8714,11346
2021-01-01,Cabotaje,Ezeiza - Mar del Plata,255,17623,24722
2021-01-01,Cabotaje,Ezeiza - Mendoza,867,115198,140196
2021-01-01,Cabotaje,Ezeiza - Neuquén,464,53725,73150
2021-01-01,Cabotaje,Ezeiza - Posadas,188,19248,23155
2021-01-01,Cabotaje,Ezeiza - Puerto Iguazú,606,78902,105868
2021-01-01,Cabotaje,Ezeiza - Resistencia,195,17361,20947
2021-01-01,Cabotaje,Ezeiza - Rosario,228,10964,23317
2021-01-01,Cabotaje,Ezeiza - Río Gallegos,140,16883,20325
2021-01-01,Cabotaje,Ezeiza - Río Grande,189,22243,29521
2021-01-01,Cabotaje,Ezeiza - Salta,631,82188,101587
2021-01-01,Cabotaje,Ezeiza - San Carlos de Bariloche,2055,307197,365819
2021-01-01,Cabotaje,Ezeiza - San Fernando del Valle de Catamarca,72,4294,7088
2021-01-01,Cabotaje,Ezeiza - San Juan,200,16368,21851
2021-01-01,Cabotaje,Ezeiza - San Luis,71,4429,6784
2021-01-01,Cabotaje,Ezeiza - San Martín de los Andes,228,30633,37447
2021-01-01,Cabotaje,Ezeiza - San Miguel de Tucumán,562,63506,79211
2021-01-01,Cabotaje,Ezeiza - San Rafael,95,6553,9120
2021-01-01,Cabotaje,Ezeiza - San Salvador de Jujuy,356,36093,44083
2021-01-01,Cabotaje,Ezeiza - Santiago del Estero,176,15727,20067
2021-01-01,Cabotaje,Ezeiza - Trelew,316,32616,40302
2021-01-01,Cabotaje,Ezeiza - Ushuaia,1108,184670,224525
2021-01-01,Cabotaje,Ezeiza - Viedma,49,2792,4656
2021-01-01,Cabotaje,La Rioja - San Fernando del Valle de Catamarca,82,3079,8037
2021-01-01,Cabotaje,Mendoza - Neuquén,218,12480,20741
2021-01-01,Cabotaje,Mendoza - Rosario,80,7501,8298
2021-01-01,Cabotaje,Mendoza - Salta,104,9601,11754
2021-01-01,Cabotaje,Mendoza - San Carlos de Bariloche,181,22600,33112
2021-01-01,Cabotaje,Neuquén - Rosario,115,12083,21299
2021-01-01,Cabotaje,Neuquén - Salta,248,30753,40235
2021-01-01,Cabotaje,Puerto Iguazú - Salta,115,11297,15570
2021-01-01,Cabotaje,Rosario - Salta,77,7550,8089
2021-01-01,Cabotaje,Rosario - San Carlos de Bariloche,274,30493,35153
2021-01-01,Cabotaje,Río Cuarto - Santa Rosa,100,3388,9600
2021-01-01,Cabotaje,Río Gallegos - Río Grande,114,967,3504
2021-01-01,Cabotaje,Río Gallegos - Ushuaia,87,905,3222
2021-01-01,Cabotaje,Río Grande - Ushuaia,95,876,2928
2021-01-01,Internacional,Amsterdam - Ezeiza,270,51274,82601
2021-01-01,Internacional,Asunción - Ciudad de Buenos Aires,273,23301,28778
2021-01-01,Internacional,Asunción - Ezeiza,591,29804,39745
2021-01-01,Internacional,Atlanta - Ezeiza,200,37021,52280
2021-01-01,Internacional,Barcelona - Ezeiza,149,33688,46879
2021-01-01,Internacional,Bogotá - Ezeiza,680,91766,118268
2021-01-01,Internacional,Cancún - Ezeiza,117,20990,31656
2021-01-01,Internacional,Ciudad de Buenos Aires - Lima,146,18422,22050
2021-01-01,Internacional,Ciudad de Buenos Aires - Montevideo,135,10553,13938
2021-01-01,Internacional,Ciudad de Buenos Aires - Punta del Este,96,8427,11426
2021-01-01,Internacional,Ciudad de Buenos Aires - Río de Janeiro,114,16839,19062
2021-01-01,Internacional,Ciudad de Buenos Aires - Santa Cruz de la Sierra,90,6285,8714
2021-01-01,Internacional,Ciudad de Buenos Aires - Santiago,519,63347,80538
2021-01-01,Internacional,Ciudad de Buenos Aires - São Paulo,470,65125,74499
2021-01-01,Internacional,Córdoba - Panamá,50,6863,7712
2021-01-01,Internacional,Córdoba - Santiago,50,6408,8744
2021-01-01,Internacional,Dallas-Fort Worth - Ezeiza,263,55681,73476
2021-01-01,Internacional,Ezeiza - Florianópolis,56,6128,9296
2021-01-01,Internacional,Ezeiza - Frankfurt am Main,246,60634,89442
2021-01-01,Internacional,Ezeiza - Houston,347,75118,87670
2021-01-01,Internacional,Ezeiza - Lima,588,73760,99068
2021-01-01,Internacional,Ezeiza - Madrid,1038,234276,331844
2021-01-01,Internacional,Ezeiza - Miami,1404,331813,396101
2021-01-01,Internacional,Ezeiza - México DF,287,56030,77057
2021-01-01,Internacional,Ezeiza - Nueva York,283,61257,76865
2021-01-01,Internacional,Ezeiza - Panamá,722,101842,115432
2021-01-01,Internacional,Ezeiza - París,207,46692,61326
2021-01-01,Internacional,Ezeiza - Punta Cana,62,8581,16737
2021-01-01,Internacional,Ezeiza - Río de Janeiro,156,15388,27428
2021-01-01,Internacional,Ezeiza - Santa Cruz de la Sierra,480,62561,80580
2021-01-01,Internacional,Ezeiza - Santiago,920,111619,159372
2021-01-01,Internacional,Ezeiza - São Paulo,776,100769,174697
2021-01-01,Internacional,Mendoza - Santiago,140,18207,22798
2021-01-01,Internacional,Mendoza - São Paulo,62,5355,10764
2022-01-01,Cabotaje,Bahía Blanca - Ciudad de Buenos Aires,1443,179481,215314
2022-01-01,Cabotaje,Bahía Blanca - Mar del Plata,168,5475,15585
2022-01-01,Cabotaje,Bahía Blanca - Neuquén,57,444,2091
2022-01-01,Cabotaje,Bahía Blanca - Trelew,164,6670,14922
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Comodoro Rivadavia,2698,315921,373096
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Corrientes,1495,209396,242233
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Córdoba,6721,960802,1078683
2022-01-01,Cabotaje,Ciudad de Buenos Aires - El Calafate,2539,385454,431653
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Esquel,548,67345,83507
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Formosa,791,82740,89655
2022-01-01,Cabotaje,Ciudad de Buenos Aires - La Rioja,590,50330,57692
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Mar del Plata,1937,204863,254388
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Mendoza,7179,1019236,1135078
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Neuquén,4055,599238,671972
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Paraná,446,31126,43176
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Posadas,1499,204380,231952
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Iguazú,5245,807476,877303
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Madryn,768,109930,125281
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Resistencia,1466,180154,211660
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Rio Hondo,199,19070,24140
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Rosario,1878,138670,239678
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Río Cuarto,351,22644,33685
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Río Gallegos,1326,173702,201301
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Río Grande,825,109263,130627
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Salta,5010,745542,813818
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Carlos de Bariloche,7623,1211035,1330781
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,655,54446,64763
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Juan,1190,141733,163334
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Luis,795,68764,79436
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Martín de los Andes,1023,153059,172274
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Miguel de Tucumán,3874,563319,616994
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Rafael,604,51055,58058
2022-01-01,Cabotaje,Ciudad de Buenos Aires - San Salvador de Jujuy,2536,365875,409553
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Fe,778,59779,75646
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Rosa,334,25228,32149
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Santiago del Estero,1193,160747,183527
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Trelew,1463,216146,250509
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Ushuaia,2862,456782,496250
2022-01-01,Cabotaje,Ciudad de Buenos Aires - Viedma,383,28817,37431
2022-01-01,Cabotaje,Comodoro Rivadavia - Córdoba,293,32878,40262
2022-01-01,Cabotaje,Comodoro Rivadavia - Ezeiza,265,29683,39615
2022-01-01,Cabotaje,Comodoro Rivadavia - Neuquén,526,34516,56201
2022-01-01,Cabotaje,Comodoro Rivadavia - Río Gallegos,277,7306,18889
2022-01-01,Cabotaje,Comodoro Rivadavia - Trelew,163,7065,15000
2022-01-01,Cabotaje,Corrientes - Ezeiza,79,8491,11871
2022-01-01,Cabotaje,Córdoba - El Calafate,220,32249,37431
2022-01-01,Cabotaje,Córdoba - Ezeiza,610,57628,72337
2022-01-01,Cabotaje,Córdoba - Mar del Plata,268,22871,27773
2022-01-01,Cabotaje,Córdoba - Mendoza,1281,107488,140776
2022-01-01,Cabotaje,Córdoba - Neuquén,729,82972,97646
2022-01-01,Cabotaje,Córdoba - Posadas,169,11865,18179
2022-01-01,Cabotaje,Córdoba - Puerto Iguazú,472,46233,52697
2022-01-01,Cabotaje,Córdoba - Resistencia,350,26721,33912
2022-01-01,Cabotaje,Córdoba - Salta,618,86178,100887
2022-01-01,Cabotaje,Córdoba - San Carlos de Bariloche,1157,173225,206979
2022-01-01,Cabotaje,Córdoba - San Juan,342,21554,33405
2022-01-01,Cabotaje,Córdoba - San Martín de los Andes,60,6538,8478
2022-01-01,Cabotaje,Córdoba - San Miguel de Tucumán,418,34396,48040
2022-01-01,Cabotaje,Córdoba - San Salvador de Jujuy,375,31883,37716
2022-01-01,Cabotaje,Córdoba - Trelew,226,19096,23135
2022-01-01,Cabotaje,Córdoba - Ushuaia,234,35697,39642
2022-01-01,Cabotaje,El Calafate - Ezeiza,876,150461,183288
2022-01-01,Cabotaje,El Calafate - San Carlos de Bariloche,99,14320,16646
2022-01-01,Cabotaje,El Calafate - Trelew,49,4996,8245
2022-01-01,Cabotaje,El Calafate - Ushuaia,1091,155890,187014
2022-01-01,Cabotaje,Esquel - Ezeiza,103,12752,16673
2022-01-01,Cabotaje,Ezeiza - Mendoza,760,77588,97372
2022-01-01,Cabotaje,Ezeiza - Neuquén,341,41513,56286
2022-01-01,Cabotaje,Ezeiza - Posadas,96,10190,15079
2022-01-01,Cabotaje,Ezeiza - Puerto Iguazú,1216,200085,231041
2022-01-01,Cabotaje,Ezeiza - Resistencia,162,16846,23437
2022-01-01,Cabotaje,Ezeiza - Río Gallegos,137,15557,22597
2022-01-01,Cabotaje,Ezeiza - Río Grande,85,9326,14301
2022-01-01,Cabotaje,Ezeiza - Salta,881,128868,148995
2022-01-01,Cabotaje,Ezeiza - San Carlos de Bariloche,2451,382899,450936
2022-01-01,Cabotaje,Ezeiza - San Juan,308,31790,42085
2022-01-01,Cabotaje,Ezeiza - San Martín de los Andes,202,28652,33753
2022-01-01,Cabotaje,Ezeiza - San Miguel de Tucumán,544,74422,88133
2022-01-01,Cabotaje,Ezeiza - San Salvador de Jujuy,319,47479,54149
2022-01-01,Cabotaje,Ezeiza - Santiago del Estero,139,15235,19984
2022-01-01,Cabotaje,Ezeiza - Trelew,399,49263,67049
2022-01-01,Cabotaje,Ezeiza - Ushuaia,1552,279699,329593
2022-01-01,Cabotaje,La Rioja - San Fernando del Valle de Catamarca,52,1948,5104
2022-01-01,Cabotaje,Malargue - Neuquén,136,1267,5006
2022-01-01,Cabotaje,Mar del Plata - Mendoza,208,21266,27897
2022-01-01,Cabotaje,Mar del Plata - Rosario,54,5681,7437
2022-01-01,Cabotaje,Mar del Plata - San Miguel de Tucumán,110,12527,14640
2022-01-01,Cabotaje,Mendoza - Neuquén,545,37661,58424
2022-01-01,Cabotaje,Mendoza - Rosario,373,34660,44829
2022-01-01,Cabotaje,Mendoza - Salta,341,39565,48238
2022-01-01,Cabotaje,Mendoza - San Carlos de Bariloche,392,57053,68822
2022-01-01,Cabotaje,Mendoza - San Salvador de Jujuy,101,5405,10161
2022-01-01,Cabotaje,Neuquén - Salta,567,74936,87672
2022-01-01,Cabotaje,Puerto Iguazú - Rosario,254,30197,35684
2022-01-01,Cabotaje,Puerto Iguazú - Salta,389,45138,57099
2022-01-01,Cabotaje,Puerto Iguazú - San Miguel de Tucumán,206,14791,23340
2022-01-01,Cabotaje,Puerto Iguazú - San Salvador de Jujuy,101,5939,10378
2022-01-01,Cabotaje,Resistencia - Salta,192,12286,25120
2022-01-01,Cabotaje,Rosario - Salta,376,33986,40582
2022-01-01,Cabotaje,Rosario - San Carlos de Bariloche,553,73100,93177
2022-01-01,Cabotaje,Rosario - San Martín de los Andes,63,7405,10710
2022-01-01,Cabotaje,Río Cuarto - Santa Rosa,151,4955,14448
2022-01-01,Cabotaje,Río Gallegos - Río Grande,503,3487,9949
2022-01-01,Cabotaje,Río Gallegos - Ushuaia,134,1498,3994
2022-01-01,Cabotaje,Río Grande - Ushuaia,100,1395,3617
2022-01-01,Cabotaje,Salta - San Carlos de Bariloche,74,8503,12495
2022-01-01,Cabotaje,Salta - San Miguel de Tucumán,107,4635,13154
2022-01-01,Cabotaje,San Carlos de Bariloche - Viedma,190,8927,19062
2022-01-01,Cabotaje,Trelew - Ushuaia,79,9109,13442
2022-01-01,Internacional,Amsterdam - Ezeiza,575,146974,169336
2022-01-01,Internacional,Asunción - Ciudad de Buenos Aires,1722,128748,161316
2022-01-01,Internacional,Asunción - Córdoba,493,75412,156944
2022-01-01,Internacional,Asunción - Ezeiza,205,9489,14738
2022-01-01,Internacional,Atlanta - Ezeiza,518,100600,125637
2022-01-01,Internacional,Barcelona - Ezeiza,429,115433,134688
2022-01-01,Internacional,Bogotá - Ciudad de Buenos Aires,364,36455,46652
2022-01-01,Internacional,Bogotá - Ezeiza,1835,301082,344729
2022-01-01,Internacional,Brasilia - Ciudad de Buenos Aires,249,25904,33599
2022-01-01,Internacional,Cancún - Ezeiza,317,76715,85676
2022-01-01,Internacional,Ciudad de Buenos Aires - Curitiba,308,31327,41280
2022-01-01,Internacional,Ciudad de Buenos Aires - Florianópolis,544,77863,97489
2022-01-01,Internacional,Ciudad de Buenos Aires - Lima,1190,160758,202740
2022-01-01,Internacional,Ciudad de Buenos Aires - Montevideo,1537,134051,180211
2022-01-01,Internacional,Ciudad de Buenos Aires - Porto Alegre,338,33440,46177
2022-01-01,Internacional,Ciudad de Buenos Aires - Punta del Este,597,58876,81526
2022-01-01,Internacional,Ciudad de Buenos Aires - Río de Janeiro,2237,323182,386708
2022-01-01,Internacional,Ciudad de Buenos Aires - Salvador,302,40092,50741
2022-01-01,Internacional,Ciudad de Buenos Aires - Santa Cruz de la Sierra,672,52426,65602
2022-01-01,Internacional,Ciudad de Buenos Aires - Santiago,3593,496527,620999
2022-01-01,Internacional,Ciudad de Buenos Aires - São Paulo,5727,810504,984241
2022-01-01,Internacional,Córdoba - Lima,357,49719,60958
2022-01-01,Internacional,Córdoba - Panamá,601,83990,92592
2022-01-01,Internacional,Córdoba - Río de Janeiro,118,15408,20418
2022-01-01,Internacional,Córdoba - Santiago,517,72147,89255
2022-01-01,Internacional,Córdoba - São Paulo,148,16468,25201
2022-01-01,Internacional,Dallas-Fort Worth - Ezeiza,409,94453,110029
2022-01-01,Internacional,Ezeiza - Florianópolis,139,18023,25178
2022-01-01,Internacional,Ezeiza - Frankfurt am Main,552,177137,202317
2022-01-01,Internacional,Ezeiza - Houston,662,159051,174316
2022-01-01,Internacional,Ezeiza - Lima,1508,220885,263194
2022-01-01,Internacional,Ezeiza - Londres,113,24623,34750
2022-01-01,Internacional,Ezeiza - Madrid,2396,670025,739927
2022-01-01,Internacional,Ezeiza - Medellín,230,29861,42836
2022-01-01,Internacional,Ezeiza - Miami,2136,501280,570374
2022-01-01,Internacional,Ezeiza - México DF,709,148677,174953
2022-01-01,Internacional,Ezeiza - Nueva York,921,208185,249621
2022-01-01,Internacional,Ezeiza - Panamá,1971,296205,321514
2022-01-01,Internacional,Ezeiza - París,487,128581,141116
2022-01-01,Internacional,Ezeiza - Punta Cana,463,78924,91904
2022-01-01,Internacional,Ezeiza - Quito,56,6107,7211
2022-01-01,Internacional,Ezeiza - Roma,580,156022,180242
2022-01-01,Internacional,Ezeiza - Río de Janeiro,1014,167875,200716
2022-01-01,Internacional,Ezeiza - Santa Cruz de la Sierra,925,150770,178777
2022-01-01,Internacional,Ezeiza - Santiago,2899,447271,582007
2022-01-01,Internacional,Ezeiza - São Paulo,2642,505958,708289
2022-01-01,Internacional,Lima - Mendoza,60,6368,10501
2022-01-01,Internacional,Mendoza - Panamá,468,63787,72205
2022-01-01,Internacional,Mendoza - Santiago,1200,142628,205556
2022-01-01,Internacional,Mendoza - São Paulo,607,71435,107902
2022-01-01,Internacional,Panamá - Rosario,460,61265,71066
2022-01-01,Internacional,Salta - São Paulo,109,6308,13498
2022-01-01,Internacional,San Carlos de Bariloche - São Paulo,124,15077,20455
2023-01-01,Cabotaje,Bahía Blanca - Ciudad de Buenos Aires,2016,225612,266508
2023-01-01,Cabotaje,Bahía Blanca - Mar del Plata,350,11424,31949
2023-01-01,Cabotaje,Bahía Blanca - San Carlos de Bariloche,52,2344,4354
2023-01-01,Cabotaje,Bahía Blanca - Trelew,318,11932,29751
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Comodoro Rivadavia,3433,405479,482862
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Corrientes,2127,286829,331038
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Córdoba,8928,1264580,1455866
2023-01-01,Cabotaje,Ciudad de Buenos Aires - El Calafate,2700,422483,459179
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Esquel,597,78524,92501
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Formosa,1017,105185,116508
2023-01-01,Cabotaje,Ciudad de Buenos Aires - La Rioja,839,72089,89035
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Mar del Plata,2432,228704,284907
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Mendoza,9321,1305975,1461622
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Merlo,99,8486,9710
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Neuquén,4944,743725,833643
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Paraná,715,51307,70136
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Posadas,2593,346839,390052
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Iguazú,6429,971044,1062752
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Madryn,1158,173531,200894
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Resistencia,1466,145974,167710
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Rio Hondo,137,11764,15888
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Rosario,1800,146502,217998
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Río Cuarto,380,28257,36772
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Río Gallegos,1475,198446,222277
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Río Grande,906,126593,149059
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Salta,5549,775562,842038
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Carlos de Bariloche,8102,1282920,1404882
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,843,71779,91185
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Juan,1627,180720,211226
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Luis,843,72278,84250
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Martín de los Andes,1491,220001,253144
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Miguel de Tucumán,4529,633759,707469
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Rafael,522,44726,50281
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Salvador de Jujuy,2680,383605,422547
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Fe,1076,83911,105819
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Rosa,604,51314,58675
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Santiago del Estero,1628,218062,247368
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Trelew,1504,192093,240868
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Ushuaia,2936,462376,506959
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Viedma,395,30324,38090
2023-01-01,Cabotaje,Comodoro Rivadavia - Córdoba,348,40576,45315
2023-01-01,Cabotaje,Comodoro Rivadavia - El Calafate,87,1054,3393
2023-01-01,Cabotaje,Comodoro Rivadavia - Ezeiza,422,45797,63836
2023-01-01,Cabotaje,Comodoro Rivadavia - Neuquén,521,31306,51692
