ds;aerolinea;yhat;yhat_lower;yhat_upper
2022-03-31;Aerolíneas Argentinas;7982,963845075823;4066,2714668448493;12186,150078907756
2022-04-30;Aerolíneas Argentinas;6871,713766583707;2564,356379265832;10810,31630987632
2022-05-31;Aerolíneas Argentinas;6548,3504552978075;2662,4750421109916;10849,429968197617
2022-06-30;Aerolíneas Argentinas;6023,382599509192;1825,6723603079165;10427,031510487335
2022-07-31;Aerolíneas Argentinas;7153,837076265652;2643,4455463441445;11157,291509453555
2022-08-31;Aerolíneas Argentinas;7055,3233746389815;3094,420460616456;11269,166667365236
2022-09-30;Aerolíneas Argentinas;6639,068317901085;2550,5774342365685;10902,787428721864
2022-10-31;Aerolíneas Argentinas;7271,728790594192;3109,758212794841;11515,652486740579
2022-11-30;Aerolíneas Argentinas;7258,988649071067;3304,1698628831064;11878,132905430095
2022-12-31;Aerolíneas Argentinas;7970,9618619486055;3908,4545628070196;11777,459012883928
2023-01-31;Aerolíneas Argentinas;8600,162466182852;4357,443743617473;12664,956841517314
2023-02-28;Aerolíneas Argentinas;5845,72459114115;1595,2392382095643;9930,187075666123
2023-03-31;Aerolíneas Argentinas;7439,095618095672;3316,2090397475963;11633,648501919111
2023-04-30;Aerolíneas Argentinas;6904,736776442086;2892,133286001932;10908,094719693516
2023-05-31;Aerolíneas Argentinas;6789,374404827067;2716,006927114964;10818,451442116437
2023-06-30;Aerolíneas Argentinas;5761,973235531213;1817,3907808492902;9768,3036126371
2023-07-31;Aerolíneas Argentinas;6874,328128031042;2635,8081596241095;11094,691421026955
2023-08-31;Aerolíneas Argentinas;6400,081436070765;2124,6430238834578;10769,371877597483
2023-09-30;Aerolíneas Argentinas;5861,744823687941;1729,2084751046248;9877,903796313898
2023-10-31;Aerolíneas Argentinas;6969,702249071491;2599,406102548168;11105,601933159965
2023-11-30;Aerolíneas Argentinas;7140,668513419295;3116,9256634144554;11852,614114145426
2023-12-31;Aerolíneas Argentinas;8403,705278037014;4390,959196431958;12388,55282587917
2024-01-31;Aerolíneas Argentinas;8587,46400658937;4439,280872473628;12515,059639540752
2024-02-29;Aerolíneas Argentinas;8731,275427428964;4741,841728382613;12538,46826406464
2024-03-31;Aerolíneas Argentinas;7871,0746384848835;3938,3318756267863;11885,452322431938
2024-04-30;Aerolíneas Argentinas;5594,19207924388;1418,5155714595298;9847,407139971607
2024-05-31;Aerolíneas Argentinas;4802,22369911249;857,5977286472121;8908,913961441554
2024-06-30;Aerolíneas Argentinas;5249,446855818523;1121,7011737278553;9371,334741210216
2024-07-31;Aerolíneas Argentinas;6411,577926931661;2614,6105204519595;10855,382206101041
2024-08-31;Aerolíneas Argentinas;7074,471079172215;3123,481217526111;11241,878917344997
2024-09-30;Aerolíneas Argentinas;6953,813596514319;2725,3641331368476;11353,387913021366
2024-10-31;Aerolíneas Argentinas;6658,998675080612;2419,515720456687;10957,501135068806
2024-11-30;Aerolíneas Argentinas;6272,410474592325;2301,3493698042485;10535,888635971738
2024-12-31;Aerolíneas Argentinas;5833,637314495748;1594,9402554722187;9811,48436468194
2017-01-31;American Airlines;255,57944024937578;168,03336559106256;353,6361171440251
2017-02-28;American Airlines;281,8556004764769;177,95413864294554;373,4403980824512
2017-03-31;American Airlines;259,9469776998923;161,62043220041758;354,65146795878593
2017-04-30;American Airlines;198,27101631671823;100,18068796273703;297,7142443698333
2017-05-31;American Airlines;203,14402770648252;102,40110695112413;296,91253853015695
2017-06-30;American Airlines;216,4887684422887;116,09187078916563;308,24866820027563
2017-07-31;American Airlines;217,58162103981465;117,11478532370522;307,995302507861
2017-08-31;American Airlines;228,53941194687928;133,88760219407087;322,75428379043996
2017-09-30;American Airlines;218,90465301036772;126,54054962663835;315,56373628921494
2017-10-31;American Airlines;236,60560691264945;136,0350211265184;335,05800103019396
2017-11-30;American Airlines;248,72227943312498;151,4173393152939;341,64642199690445
2017-12-31;American Airlines;271,81207091845664;177,80146594315386;371,2608927209249
2018-01-31;American Airlines;268,22792194161053;174,30542471739818;369,25272989953044
2018-02-28;American Airlines;233,65593756053994;137,5879082372182;328,2063891550121
2018-03-31;American Airlines;238,1007678015717;142,24305099084395;337,61267670858774
2018-04-30;American Airlines;202,8925080191527;103,99042711701556;302,45906485537944
2018-05-31;American Airlines;196,88429802193076;97,75890348295715;293,88609310175633
2018-06-30;American Airlines;202,37235507429938;100,14590715118939;299,2182429263595
2018-07-31;American Airlines;205,11665650039154;106,456142552602;306,25372017434717
2018-08-31;American Airlines;212,74382033135242;112,9870557261244;311,6017769564218
2018-09-30;American Airlines;199,2299270910159;97,81469753256465;296,2985855406815
2018-10-31;American Airlines;217,87341467847816;118,23359092558991;311,5791141475654
2018-11-30;American Airlines;237,7996485171507;142,52129771073174;339,33656741907413
2018-12-31;American Airlines;268,7360179911612;173,1195094508328;372,86114015700053
2019-01-31;American Airlines;280,29090237886135;187,25288233853638;377,90337188907256
2019-02-28;American Airlines;185,16046370005535;90,83447596676409;274,06692764082277
2019-03-31;American Airlines;216,93489937430863;122,98726315623958;317,966098262213
2019-04-30;American Airlines;207,86851560304714;114,85036623017876;302,98752842700196
2019-05-31;American Airlines;190,46086329067495;95,97857555839758;290,1678579315899
2019-06-30;American Airlines;188,06685802640786;88,80541603072284;285,633431925314
2019-07-31;American Airlines;192,50401355889204;100,59533229615366;290,9524471756115
2019-08-31;American Airlines;196,79362669902685;98,4004590351728;296,82928007441086
2019-09-30;American Airlines;179,57332741047176;82,89730378979762;277,2782790825635
2019-10-31;American Airlines;199,3716874764569;98,79254328239611;297,29009812565863
2019-11-30;American Airlines;227,20787682430176;135,1830619774399;326,5199225408528
2019-12-31;American Airlines;265,8453295306925;168,2211101230118;365,6258174437253
2020-01-31;American Airlines;291,74248890153217;198,29001620208587;386,4214144216334
2020-02-29;American Airlines;277,38887654086835;175,46258373636567;374,73900146069434
2020-03-31;American Airlines;230,1267548137887;127,28955315308473;330,98302775821384
2020-04-30;American Airlines;141,6943457832341;44,328167850688146;236,31278705195174
2020-05-31;American Airlines;156,9240539111202;68,26645597647475;251,0439613239796
2020-06-30;American Airlines;178,08802184796465;76,49844270654451;269,21470648564855
2020-07-31;American Airlines;177,56968353002878;81,411982249257;274,31309449578526
2020-08-31;American Airlines;191,84682248890292;86,36199074115787;286,890791934902
2020-09-30;American Airlines;186,25944672451365;84,53409778272746;285,76883059271927
2020-10-31;American Airlines;203,2344628220067;110,19903714196568;303,7225892289425
2020-11-30;American Airlines;207,65729566794352;111,18522075093374;300,2853872371697
2020-12-31;American Airlines;222,77084091184946;127,94933408805625;327,3761026042054
2021-01-31;American Airlines;203,25899217756015;99,36327255437463;305,72038859777916
2021-02-28;American Airlines;229,53723746966384;134,54782031416008;321,6919938044826
2021-03-31;American Airlines;207,63092315828047;108,2298308491097;308,8916349399667
2021-04-30;American Airlines;145,95771202798767;48,362696285118446;242,43550894086061
2021-05-31;American Airlines;150,83356534578763;59,35612946600597;248,13375207519272
2021-06-30;American Airlines;164,18248721194485;65,65306052305993;262,67147598707993
2021-07-31;American Airlines;165,2796603109407;64,03499642175042;270,0347894419561
2021-08-31;American Airlines;176,24177172483655;75,03543285642189;276,6699762286135
2021-09-30;American Airlines;166,61149743062128;71,03868473638533;264,7367013029699
2021-10-31;American Airlines;184,31708546729743;97,38885497637143;278,9114680065999
2021-11-30;American Airlines;196,4382426341528;93,96665930490865;292,55265847154175
2021-12-31;American Airlines;219,5328737190034;134,1134094168132;319,0512980727906
2022-01-31;American Airlines;215,95356434316355;120,30164742887524;307,659514554979
2022-02-28;American Airlines;181,385951214158;84,70589709796451;274,1156737786434
2022-03-31;American Airlines;185,83562122546542;88,39974986458522;283,4439087690578
2022-04-30;American Airlines;150,63204509664743;47,59729582930738;256,84875855121265
2022-05-31;American Airlines;144,6286752431139;46,56100561297215;237,07303573118037
2022-06-30;American Airlines;150,12141630568198;45,904859824974324;248,45161431038338
2022-07-31;American Airlines;152,87055787462262;53,8924701682055;249,94476317148516
2022-08-31;American Airlines;160,50256185383358;57,48043768246902;260,39137896295153
2022-09-30;American Airlines;146,99335263132883;54,778332324149844;249,6411445710963
2022-10-31;American Airlines;165,64168037050356;65,92300806704111;264,62702200126967
2022-11-30;American Airlines;185,57259823206113;84,9235032799439;283,8088447909846
2022-12-31;American Airlines;216,5138078670992;117,13789366687683;314,3763051128477
2023-01-31;American Airlines;228,07353241569507;130,92055753835297;323,0435585169502
2023-02-28;American Airlines;132,9474654953822;30,002536086383213;232,46092904958638
2023-03-31;American Airlines;164,7267413336166;65,38144346549606;272,8310610286943
2023-04-30;American Airlines;155,665041592348;56,41932863094457;259,35452691740704
2023-05-31;American Airlines;138,26222944387973;44,595014990565026;232,3731936519191
2023-06-30;American Airlines;135,87290820725968;40,474833569759994;234,69196132426163
2023-07-31;American Airlines;140,3149039016643;40,910171346178245;241,12858922954254
2023-08-31;American Airlines;144,6093572033611;47,95196199207154;248,81199239590006
2023-09-30;American Airlines;127,39374194212243;26,563537273030484;227,58769950105673
2023-10-31;American Airlines;147,19694216966357;54,8446901666286;246,22222062273605
2023-11-30;American Airlines;175,03781554624982;75,90004291921404;262,69838876683843
2023-12-31;American Airlines;213,68010841578356;120,35568087318829;316,9633932964713
2024-01-31;American Airlines;239,58210794943375;138,8124454227772;339,02303573629786
2024-02-29;American Airlines;225,23302336195178;124,03205578795009;324,4716914686415
2024-03-31;American Airlines;177,97574166822545;86,02015963448002;279,49240906815226
2024-04-30;American Airlines;89,54801654110067;-12,727971240520127;190,17803514529132
2024-05-31;American Airlines;104,78254290024613;14,383141177438256;200,63606411421358
2024-06-30;American Airlines;125,95117364176697;28,330236717524777;218,79987102724073
2024-07-31;American Airlines;125,43676601398289;33,4087114688766;224,34584304332012
2024-08-31;American Airlines;139,71783566313147;43,23354191234036;243,93935963036347
2024-09-30;American Airlines;134,13426379259064;36,49625351848513;231,43605854244896
2024-10-31;American Airlines;151,1126553822888;50,58761591058454;256,336073309637
2024-11-30;American Airlines;155,53875483376888;55,93584243747404;251,06145338083638
2024-12-31;American Airlines;170,65567556980145;67,46502094651851;273,1005644965061
2017-01-31;Andes Líneas Aéreas;613,2308454198937;386,8695953151964;837,6824835422462
2017-02-28;Andes Líneas Aéreas;549,6268061819927;334,62745789393074;780,4476449309155
2017-03-31;Andes Líneas Aéreas;541,5473206251636;303,1556961956637;771,9198695372568
2017-04-30;Andes Líneas Aéreas;512,8621921723347;280,9345923879386;737,9867126077261
2017-05-31;Andes Líneas Aéreas;484,159555005542;236,31263641949096;721,9156525659329
2017-06-30;Andes Líneas Aéreas;491,1067257528273;264,57731449764344;711,0053692501431
2017-07-31;Andes Líneas Aéreas;573,5568668391978;345,0880533985602;801,8190881886262
2017-08-31;Andes Líneas Aéreas;595,8244201830058;382,2340556499198;823,8688881031246
2017-09-30;Andes Líneas Aéreas;578,2579529561405;345,5344861354774;830,8054024378611
2017-10-31;Andes Líneas Aéreas;558,0719589788034;332,853152852796;787,705429722351
2017-11-30;Andes Líneas Aéreas;487,8710197964165;270,5085997438469;733,5913695182198
2017-12-31;Andes Líneas Aéreas;523,4515220407677;307,2354200150624;775,8654723715379
2018-01-31;Andes Líneas Aéreas;514,2650473066966;283,27239651759186;759,4563530372407
2018-02-28;Andes Líneas Aéreas;461,06139788011785;232,77069132497164;700,5006189156929
2018-03-31;Andes Líneas Aéreas;444,6320701428177;228,23341088789508;674,862926593143
2018-04-30;Andes Líneas Aéreas;392,57588366495906;170,92392465672046;612,6325692234487
2018-05-31;Andes Líneas Aéreas;392,1201647927633;148,07376752595792;633,3876827068442
2018-06-30;Andes Líneas Aéreas;388,7838503396485;153,2378052802206;630,9615798241857
2018-07-31;Andes Líneas Aéreas;480,3822788093488;235,18289827632577;704,7674776803178
2018-08-31;Andes Líneas Aéreas;495,68405083491257;279,01255622632044;734,111999592501
2018-09-30;Andes Líneas Aéreas;478,831367861481;248,56985102059954;729,8201986764927
2018-10-31;Andes Líneas Aéreas;459,8865125011188;230,47889684903882;703,4024643402853
2018-11-30;Andes Líneas Aéreas;379,6810753652833;145,50083733997965;610,540580964757
2018-12-31;Andes Líneas Aéreas;422,3010643339092;181,37931455650934;674,1882864747637
2019-01-31;Andes Líneas Aéreas;415,50723147412526;171,62890323876402;641,8795278802601
2019-02-28;Andes Líneas Aéreas;372,40756673366445;141,35637290115017;615,5057157111822
2019-03-31;Andes Líneas Aéreas;347,2745003338811;105,57493123924542;565,5816623343765
2019-04-30;Andes Líneas Aéreas;272,34102139348704;20,872916326516854;499,39435269696725
2019-05-31;Andes Líneas Aéreas;300,3598173579875;62,56030468026859;541,5490303921954
2019-06-30;Andes Líneas Aéreas;286,5598994938016;74,30061025690526;513,9060560034011
2019-07-31;Andes Líneas Aéreas;387,2188743798131;147,0755201796893;615,924872321275
2019-08-31;Andes Líneas Aéreas;395,4373135772309;159,0012762132314;626,3067561571805
2019-09-30;Andes Líneas Aéreas;379,3428580812284;156,15887420093216;619,2409520579528
2019-10-31;Andes Líneas Aéreas;361,55175053203106;136,21744533002342;593,8589432702719
2019-11-30;Andes Líneas Aéreas;271,5175029003248;48,72630834366898;497,4491996102407
2019-12-31;Andes Líneas Aéreas;321,3447213862527;86,60278778325015;549,7794101645488
2020-01-31;Andes Líneas Aéreas;316,956550368505;93,57456803860906;540,5786401597306
2020-02-29;Andes Líneas Aéreas;238,5629745989872;10,207814619973869;476,1025356720534
2020-03-31;Andes Líneas Aéreas;238,47216000011537;-1,8283932413841764;447,80690044113106
2020-04-30;Andes Líneas Aéreas;233,63446486172796;10,486722760735793;463,6345786203831
2020-05-31;Andes Líneas Aéreas;176,95222570897812;-57,40643546104615;403,14860192229764
2020-06-30;Andes Líneas Aéreas;194,01720395079406;-38,36674173253256;430,56701731529824
2020-07-31;Andes Líneas Aéreas;267,2595025217308;33,191335961560235;487,40134636118813
2020-08-31;Andes Líneas Aéreas;296,3905616031836;74,74564723322376;524,1393470104639
2020-09-30;Andes Líneas Aéreas;278,17373635225204;36,7527864733687;503,28179024672727
2020-10-31;Andes Líneas Aéreas;256,68033024740555;29,243859305775143;503,63314977662145
2020-11-30;Andes Líneas Aéreas;196,67145414257888;-36,573322049331374;448,34101756566355
2020-12-31;Andes Líneas Aéreas;225,40934814475764;1,3143974370065294;466,98344190500563
2021-01-31;Andes Líneas Aéreas;213,8804424871063;-24,360290948154077;443,1600294165513
2021-02-28;Andes Líneas Aéreas;150,30478215121448;-90,42520182436832;353,37509227865274
2021-03-31;Andes Líneas Aéreas;142,2567160929234;-99,58105877599012;377,8082287046517
2021-04-30;Andes Líneas Aéreas;113,60720486874585;-119,13371188959142;340,5299645813284
2021-05-31;Andes Líneas Aéreas;84,94137216490284;-133,30052776621685;319,7156804556609
2021-06-30;Andes Líneas Aéreas;91,92902753467772;-151,47061468897317;318,348529247508
2021-07-31;Andes Líneas Aéreas;174,42100273076295;-71,40077177886525;406,7690767486169
2021-08-31;Andes Líneas Aéreas;196,73039018542187;-29,760507294344876;438,6241337883044
2021-09-30;Andes Líneas Aéreas;179,2058000457042;-50,78018557264631;422,522495352629
2021-10-31;Andes Líneas Aéreas;159,06307903255535;-63,73488617322168;393,89668988323524
2021-11-30;Andes Líneas Aéreas;88,9040169122828;-134,2698491628435;329,42638270029624
2021-12-31;Andes Líneas Aéreas;124,53618288496482;-91,82494334249171;371,1498170271083
2022-01-31;Andes Líneas Aéreas;115,40137188930035;-105,71163213564374;367,2310629154925
2022-02-28;Andes Líneas Aéreas;62,24438648453296;-167,8066372156512;289,2987215067256
2022-03-31;Andes Líneas Aéreas;45,8672997325856;-190,9082276200334;288,9607336508108
2022-04-30;Andes Líneas Aéreas;-6,138330942298182;-230,37949263596963;231,81423131314858
2022-05-31;Andes Líneas Aéreas;-6,541495186882365;-230,48637823765716;234,60163222732058
2022-06-30;Andes Líneas Aéreas;-9,826950323101343;-234,95993485265944;211,66185561216827
2022-07-31;Andes Líneas Aéreas;81,82403274507595;-138,59808458372672;330,9247657916972
2022-08-31;Andes Líneas Aéreas;97,17836017348466;-133,86361828871944;346,3394528868585
2022-09-30;Andes Líneas Aéreas;80,37653729151124;-136,0449176864032;302,91134957694067
2022-10-31;Andes Líneas Aéreas;61,48423735910629;-160,86150130068026;300,6671374094752
2022-11-30;Andes Líneas Aéreas;-18,670339690254792;-251,4185866233546;218,96836401422775
2022-12-31;Andes Líneas Aéreas;24,002204714862486;-214,23794649704607;258,9887980044107
2023-01-31;Andes Líneas Aéreas;17,260927291504203;-221,2377521948322;243,8791748330445
2023-02-28;Andes Líneas Aéreas;-25,791268022394714;-260,27837277569245;192,09479176607238
2023-03-31;Andes Líneas Aéreas;-50,8717789698765;-292,39826240496575;185,54837117819488
2023-04-30;Andes Líneas Aéreas;-125,7543977952559;-366,4215456031316;103,21642637378639
2023-05-31;Andes Líneas Aéreas;-97,68304637830747;-313,03228472696264;140,93746319898995
2023-06-30;Andes Líneas Aéreas;-111,43210411418008;-341,76683360981247;122,23085976016877
2023-07-31;Andes Líneas Aéreas;-10,720573762103164;-247,92157062483952;228,77255901513064
2023-08-31;Andes Líneas Aéreas;-2,4495791464461476;-240,12080295468382;228,22390958187694
2023-09-30;Andes Líneas Aéreas;-18,493174560306876;-234,96626864985504;214,190707042962
2023-10-31;Andes Líneas Aéreas;-36,23172669123724;-258,9080876765353;187,55038465375142
2023-11-30;Andes Líneas Aéreas;-126,21593829748487;-356,7878486111268;92,5378309477018
2023-12-31;Andes Líneas Aéreas;-76,33701591850236;-311,260509781496;170,21921140742577
2024-01-31;Andes Líneas Aéreas;-80,6734830432367;-312,38973560212656;162,2204213877094
2024-02-29;Andes Líneas Aéreas;-159,02344502062365;-382,79472939300325;73,265468877988
2024-03-31;Andes Líneas Aéreas;-159,0676379797172;-380,663378921885;83,16257326440349
2024-04-30;Andes Líneas Aéreas;-163,8602154022688;-394,93566437915837;53,623994334049925
2024-05-31;Andes Líneas Aéreas;-220,50537030936863;-456,7010745730883;9,87045570202232
2024-06-30;Andes Líneas Aéreas;-203,4045040879591;-422,36057950628805;23,44546187016379
2024-07-31;Andes Líneas Aéreas;-130,13109178416437;-355,4218913537316;112,01901779059912
2024-08-31;Andes Líneas Aéreas;-100,96891896994926;-346,6226540092307;131,28687407918704
2024-09-30;Andes Líneas Aéreas;-119,15563415687737;-362,1771920852067;108,43262151365613
2024-10-31;Andes Líneas Aéreas;-140,61925614151863;-373,0451171359596;92,31591425190715
2024-11-30;Andes Líneas Aéreas;-200,5993089042051;-432,2150967917354;44,071700194080535
2024-12-31;Andes Líneas Aéreas;-171,8316307816701;-419,256129796271;55,24651996672237
2017-01-31;Avianca;437,47694247148166;226,87026305962465;650,9450408942254
2017-02-28;Avianca;408,9096197020628;200,27981206783227;622,9084969344364
2017-03-31;Avianca;402,4861901336302;192,89344259493265;613,300537034548
2017-04-30;Avianca;374,5751489084621;147,4236402046817;585,9153161424796
2017-05-31;Avianca;341,66280208070464;119,5478468892759;547,3937504289397
2017-06-30;Avianca;344,4109271106256;132,09235662830733;550,9894360023492
2017-07-31;Avianca;350,0138210169168;141,40226458828045;567,4266003882053
2017-08-31;Avianca;355,46089397228167;139,33393788850987;562,2678753191727
2017-09-30;Avianca;339,49777869212693;135,97196253228597;564,9311484593366
2017-10-31;Avianca;346,7424713909888;128,49920839903697;556,4654399112043
2017-11-30;Avianca;363,8229206683428;153,11506501001995;574,1836642275613
2017-12-31;Avianca;415,37476692838976;205,9842130005571;626,5040375518881
2018-01-31;Avianca;392,1207042259462;184,2627791872595;606,5514443795339
2018-02-28;Avianca;356,0652252736263;159,97978196310342;567,5659016258759
2018-03-31;Avianca;352,88904420260616;145,1622481293431;566,4026462432832
2018-04-30;Avianca;322,7852846258237;103,59017342654408;518,1018202496567
2018-05-31;Avianca;306,1890549804251;105,90497614164447;501,97873957597477
2018-06-30;Avianca;283,7142623812904;60,220150105454174;498,32308888620724
2018-07-31;Avianca;292,7161726208103;93,46103360772065;502,9480252898108
2018-08-31;Avianca;303,54547310266037;93,99816761312923;507,72785612778716
2018-09-30;Avianca;288,64635273176066;78,5597446834338;513,1632503982498
2018-10-31;Avianca;308,4462575642236;84,86478995508708;510,06189685344486
2018-11-30;Avianca;315,72542701555045;117,2310513595281;522,0259819711067
2018-12-31;Avianca;349,0876178377483;147,46460198955137;555,7944788204711
2019-01-31;Avianca;346,91608538928193;131,90889708079823;557,8433260904172
2019-02-28;Avianca;303,24456562277095;107,56136524236682;524,6324502709662
2019-03-31;Avianca;303,3569807207001;93,78930589327601;507,7946337988372
2019-04-30;Avianca;271,14148549374426;40,639006665413746;474,60130493552094
2019-05-31;Avianca;270,5559280447323;63,761112715882334;487,9036470096701
2019-06-30;Avianca;222,72346886739803;2,528663277063959;444,07638555094184
2019-07-31;Avianca;235,49956377677242;45,966856147912;444,4589234394506
2019-08-31;Avianca;251,8063969068109;34,743461459634325;465,9053570614087
2019-09-30;Avianca;238,03423070121002;38,41649494837244;465,2230571532675
2019-10-31;Avianca;270,1542856896916;62,85859239358447;475,0041065227029
2019-11-30;Avianca;267,2482746393059;68,07202643888341;471,35800179524495
2019-12-31;Avianca;282,7522679850539;74,4186567733614;516,6044497129619
2020-01-31;Avianca;301,86248777376505;100,93047704441115;515,3996827700225
2020-02-29;Avianca;259,20607121247565;43,06675450836057;475,4254541826576
2020-03-31;Avianca;249,5788143134298;33,32898467238096;476,91432998831334
2020-04-30;Avianca;223,9440539391163;23,49678246179148;427,61771705968306
2020-05-31;Avianca;174,42186781758323;-34,12543742465045;395,3450578933565
2020-06-30;Avianca;202,23294331137305;-20,357859695305788;420,99583574097363
2020-07-31;Avianca;204,81107185558648;-2,7682636768128863;422,13344164117535
2020-08-31;Avianca;204,97842708534523;-14,444249328587713;420,3889888196982
2020-09-30;Avianca;188,02177293516195;-30,400139642088778;395,4393682643233
2020-10-31;Avianca;182,4885779635752;-37,73670229971032;390,41066845893346
2020-11-30;Avianca;208,9730109742545;-0,6993165708207324;417,1988236694528
2020-12-31;Avianca;279,0277557453204;62,36072051973751;475,8240385062565
2021-01-31;Avianca;234,90685386607285;22,49783548230765;436,96996396671875
2021-02-28;Avianca;206,33955623300477;-6,037574992605044;396,6108976422378
2021-03-31;Avianca;199,91615449414022;12,218445577286404;408,31881499186363
